cog,name,arr,abr,cp,specificPlace
54065,BERTRICHAMPS,542,BERTRICHAMPS,54120,
54066,BETTAINVILLERS,541,BETTAINVILLERS,54640,
54067,BEUVEILLE,541,BEUVEILLE,54620,
54068,BEUVEZIN,544,BEUVEZIN,54115,
54069,BEUVILLERS,541,BEUVILLERS,54560,
54070,BEY SUR SEILLE,543,BEY SUR SEILLE,54760,
54071,BEZANGE LA GRANDE,542,BEZANGE LA GRANDE,54370,
54072,BEZAUMONT,543,BEZAUMONT,54380,
54073,BICQUELEY,544,BICQUELEY,54200,
54074,BIENVILLE LA PETITE,542,BIENVILLE LA PETITE,54300,
54075,BIONVILLE,542,BIONVILLE,54540,
54076,BLAINVILLE SUR L EAU,542,BLAINVILLE SUR L EAU,54360,
54077,BLAMONT,542,BLAMONT,54450,
54078,BLEMEREY,542,BLEMEREY,54450,
54079,BLENOD LES PONT A MOUSSON,543,BLENOD LES PONT A MOUSSON,54700,
54080,BLENOD LES TOUL,544,BLENOD LES TOUL,54113,
54081,BOISMONT,541,BOISMONT,54620,
54082,BONCOURT,541,BONCOURT,54800,
54083,BONVILLER,542,BONVILLER,54300,
54084,MONT BONVILLERS,541,MONT BONVILLERS,54111,
54085,BORVILLE,542,BORVILLE,54290,
54086,BOUCQ,544,BOUCQ,54200,
54087,BOUILLONVILLE,544,BOUILLONVILLE,54470,
54088,BOUVRON,544,BOUVRON,54200,
54089,BOUXIERES AUX CHENES,543,BOUXIERES AUX CHENES,54770,
54089,BOUXIERES AUX CHENES,543,BOUXIERES AUX CHENES,54770,MOULINS
54090,BOUXIERES AUX DAMES,543,BOUXIERES AUX DAMES,54136,
54091,BOUXIERES SOUS FROIDMONT,543,BOUXIERES SOUS FROIDMONT,54700,
54092,BOUZANVILLE,543,BOUZANVILLE,54930,
54093,BRAINVILLE,541,BRAINVILLE,54800,
54094,BRALLEVILLE,543,BRALLEVILLE,54740,
54095,BRATTE,543,BRATTE,54610,
54096,BREHAIN LA VILLE,541,BREHAIN LA VILLE,54190,
54097,BREMENIL,542,BREMENIL,54540,
54098,BREMONCOURT,542,BREMONCOURT,54290,
54099,VAL DE BRIEY,541,VAL DE BRIEY,54150,BRIEY
54099,VAL DE BRIEY,541,VAL DE BRIEY,54150,MANCE
54099,VAL DE BRIEY,541,VAL DE BRIEY,54790,MANCIEULLES
54100,BRIN SUR SEILLE,543,BRIN SUR SEILLE,54280,
54101,BROUVILLE,542,BROUVILLE,54120,
54102,BRULEY,544,BRULEY,54200,
54103,BRUVILLE,541,BRUVILLE,54800,
54104,BUISSONCOURT,543,BUISSONCOURT,54110,
54105,BULLIGNY,544,BULLIGNY,54113,
54106,BURES,542,BURES,54370,
54107,BURIVILLE,542,BURIVILLE,54450,
54108,BURTHECOURT AUX CHENES,543,BURTHECOURT AUX CHENES,54210,
54109,CEINTREY,543,CEINTREY,54134,
54110,CERVILLE,543,CERVILLE,54420,
54111,CHALIGNY,543,CHALIGNY,54230,
54112,CHAMBLEY BUSSIERES,544,CHAMBLEY BUSSIERES,54890,
54113,CHAMPENOUX,543,CHAMPENOUX,54280,
54114,CHAMPEY SUR MOSELLE,543,CHAMPEY SUR MOSELLE,54700,
54115,CHAMPIGNEULLES,543,CHAMPIGNEULLES,54250,
54116,CHANTEHEUX,542,CHANTEHEUX,54300,
54117,CHAOUILLEY,543,CHAOUILLEY,54330,
54118,CHARENCY VEZIN,541,CHARENCY VEZIN,54260,
54119,CHAREY,544,CHAREY,54470,
54120,CHARMES LA COTE,544,CHARMES LA COTE,54113,
54121,CHARMOIS,542,CHARMOIS,54360,
54122,CHAUDENEY SUR MOSELLE,544,CHAUDENEY SUR MOSELLE,54200,
54123,CHAVIGNY,543,CHAVIGNY,54230,
54124,CHAZELLES SUR ALBE,542,CHAZELLES SUR ALBE,54450,
54125,CHENEVIERES,542,CHENEVIERES,54122,
54126,CHENICOURT,543,CHENICOURT,54610,
54127,CHENIERES,541,CHENIERES,54720,
54128,CHOLOY MENILLOT,544,CHOLOY MENILLOT,54200,
54128,CHOLOY MENILLOT,544,CHOLOY MENILLOT,54200,MENILLOT
54129,CIREY SUR VEZOUZE,542,CIREY SUR VEZOUZE,54480,
54130,CLAYEURES,542,CLAYEURES,54290,
54131,CLEMERY,543,CLEMERY,54610,
54132,CLEREY SUR BRENON,543,CLEREY SUR BRENON,54330,
54133,COINCOURT,542,COINCOURT,54370,
54134,COLMEY,541,COLMEY,54260,
54134,COLMEY,541,COLMEY,54260,FLABEUVILLE
54135,COLOMBEY LES BELLES,544,COLOMBEY LES BELLES,54170,
54136,CONFLANS EN JARNISY,541,CONFLANS EN JARNISY,54800,
54137,CONS LA GRANDVILLE,541,CONS LA GRANDVILLE,54870,
54138,COSNES ET ROMAIN,541,COSNES ET ROMAIN,54400,
54138,COSNES ET ROMAIN,541,COSNES ET ROMAIN,54400,VAUX WARNIMONT
54139,COURBESSEAUX,542,COURBESSEAUX,54110,
54140,COURCELLES,544,COURCELLES,54930,
54141,COYVILLER,543,COYVILLER,54210,
54142,CRANTENOY,543,CRANTENOY,54740,
54143,CREPEY,544,CREPEY,54170,
54144,CREVECHAMPS,542,CREVECHAMPS,54290,
54145,CREVIC,543,CREVIC,54110,
54146,CREZILLES,544,CREZILLES,54113,
54147,CRION,542,CRION,54300,
54148,CROISMARE,542,CROISMARE,54300,
54149,CRUSNES,541,CRUSNES,54680,
54150,CUSTINES,543,CUSTINES,54670,
54151,CUTRY,541,CUTRY,54720,
54152,DAMELEVIERES,542,DAMELEVIERES,54360,
54153,DAMPVITOUX,544,DAMPVITOUX,54470,
54154,DENEUVRE,542,DENEUVRE,54120,
54155,DEUXVILLE,542,DEUXVILLE,54370,
54156,DIARVILLE,543,DIARVILLE,54930,
54157,DIEULOUARD,543,DIEULOUARD,54380,
54158,DOLCOURT,544,DOLCOURT,54170,
54159,DOMBASLE SUR MEURTHE,543,DOMBASLE SUR MEURTHE,54110,
54160,DOMEVRE EN HAYE,544,DOMEVRE EN HAYE,54385,
54161,DOMEVRE SUR VEZOUZE,542,DOMEVRE SUR VEZOUZE,54450,
54162,DOMGERMAIN,544,DOMGERMAIN,54119,
54163,DOMJEVIN,542,DOMJEVIN,54450,
54164,DOMMARIE EULMONT,543,DOMMARIE EULMONT,54115,
54165,DOMMARTEMONT,543,DOMMARTEMONT,54130,
54166,DOMMARTIN LA CHAUSSEE,544,DOMMARTIN LA CHAUSSEE,54470,
54167,DOMMARTIN LES TOUL,544,DOMMARTIN LES TOUL,54200,
54168,DOMMARTIN SOUS AMANCE,543,DOMMARTIN SOUS AMANCE,54770,
54169,DOMPRIX,541,DOMPRIX,54490,
54169,DOMPRIX,541,DOMPRIX,54490,BERTRAMEIX
54170,DOMPTAIL EN L AIR,542,DOMPTAIL EN L AIR,54290,
54171,DONCOURT LES CONFLANS,541,DONCOURT LES CONFLANS,54800,
54172,DONCOURT LES LONGUYON,541,DONCOURT LES LONGUYON,54620,
54173,DROUVILLE,542,DROUVILLE,54370,
54174,ECROUVES,544,ECROUVES,54200,
54174,ECROUVES,544,ECROUVES,54200,GRAND MENIL
54175,EINVAUX,542,EINVAUX,54360,
54176,EINVILLE AU JARD,542,EINVILLE AU JARD,54370,
54177,EMBERMENIL,542,EMBERMENIL,54370,
54178,EPIEZ SUR CHIERS,541,EPIEZ SUR CHIERS,54260,
54179,EPLY,543,EPLY,54610,
54180,ERBEVILLER SUR AMEZULE,543,ERBEVILLER SUR AMEZULE,54280,
54181,ERROUVILLE,541,ERROUVILLE,54680,
54182,ESSEY ET MAIZERAIS,544,ESSEY ET MAIZERAIS,54470,
54183,ESSEY LA COTE,542,ESSEY LA COTE,54830,
54184,ESSEY LES NANCY,543,ESSEY LES NANCY,54270,
54185,ETREVAL,543,ETREVAL,54330,
54186,EULMONT,543,EULMONT,54690,
54187,EUVEZIN,544,EUVEZIN,54470,
54188,FAULX,543,FAULX,54760,
54189,FAVIERES,544,FAVIERES,54115,
54190,FECOCOURT,544,FECOCOURT,54115,
54191,FENNEVILLER,542,FENNEVILLER,54540,
54192,FERRIERES,543,FERRIERES,54210,
54193,FEY EN HAYE,544,FEY EN HAYE,54470,
54194,FILLIERES,541,FILLIERES,54560,
54195,FLAINVAL,542,FLAINVAL,54110,
54196,FLAVIGNY SUR MOSELLE,543,FLAVIGNY SUR MOSELLE,54630,
54197,FLEVILLE DEVANT NANCY,543,FLEVILLE DEVANT NANCY,54710,
54198,FLEVILLE LIXIERES,541,FLEVILLE LIXIERES,54150,
54199,FLIN,542,FLIN,54122,
54200,FLIREY,544,FLIREY,54470,
54201,FONTENOY LA JOUTE,542,FONTENOY LA JOUTE,54122,
54202,FONTENOY SUR MOSELLE,544,FONTENOY SUR MOSELLE,54840,
54203,FORCELLES SAINT GORGON,543,FORCELLES ST GORGON,54330,
54204,FORCELLES SOUS GUGNEY,543,FORCELLES SOUS GUGNEY,54930,
54205,FOUG,544,FOUG,54570,
54206,FRAIMBOIS,542,FRAIMBOIS,54300,
54207,FRAISNES EN SAINTOIS,543,FRAISNES EN SAINTOIS,54930,
54208,FRANCHEVILLE,544,FRANCHEVILLE,54200,
54209,FRANCONVILLE,542,FRANCONVILLE,54830,
54210,FREMENIL,542,FREMENIL,54450,
54211,FREMONVILLE,542,FREMONVILLE,54450,
54212,FRESNOIS LA MONTAGNE,541,FRESNOIS LA MONTAGNE,54260,
54213,FRIAUVILLE,541,FRIAUVILLE,54800,
54214,FROLOIS,543,FROLOIS,54160,
54215,FROUARD,543,FROUARD,54390,
54216,FROVILLE,542,FROVILLE,54290,
54217,GELACOURT,542,GELACOURT,54120,
54218,GELAUCOURT,544,GELAUCOURT,54115,
54219,GELLENONCOURT,543,GELLENONCOURT,54110,
54220,GEMONVILLE,544,GEMONVILLE,54115,
54221,GERBECOURT ET HAPLEMONT,543,GERBECOURT ET HAPLEMONT,54740,
54222,GERBEVILLER,542,GERBEVILLER,54830,
54223,GERMINY,544,GERMINY,54170,
54224,GERMONVILLE,543,GERMONVILLE,54740,
54225,GEZONCOURT,543,GEZONCOURT,54380,
54226,GIBEAUMEIX,544,GIBEAUMEIX,54112,
54227,GIRAUMONT,541,GIRAUMONT,54780,
54228,GIRIVILLER,542,GIRIVILLER,54830,
54229,GLONVILLE,542,GLONVILLE,54122,
54230,GOGNEY,542,GOGNEY,54450,
54231,GONDRECOURT AIX,541,GONDRECOURT AIX,54800,
54232,GONDREVILLE,544,GONDREVILLE,54840,
54233,GONDREXON,542,GONDREXON,54450,
54234,GORCY,541,GORCY,54730,
54235,GOVILLER,543,GOVILLER,54330,
54236,GRAND FAILLY,541,GRAND FAILLY,54260,
54236,GRAND FAILLY,541,GRAND FAILLY,54260,PETIT XIVRY
54237,GRIMONVILLER,544,GRIMONVILLER,54115,
54238,GRIPPORT,543,GRIPPORT,54290,
54239,GRISCOURT,543,GRISCOURT,54380,
54240,GROSROUVRES,544,GROSROUVRES,54470,
54241,GUGNEY,543,GUGNEY,54930,
54242,GYE,544,GYE,54113,
54243,HABLAINVILLE,542,HABLAINVILLE,54120,
54244,HAGEVILLE,544,HAGEVILLE,54470,
54245,HAIGNEVILLE,542,HAIGNEVILLE,54290,
54246,HALLOVILLE,542,HALLOVILLE,54450,
54247,HAMMEVILLE,543,HAMMEVILLE,54330,
54248,HAMONVILLE,544,HAMONVILLE,54470,
54249,HANNONVILLE SUZEMONT,544,HANNONVILLE SUZEMONT,54800,
54250,HARAUCOURT,543,HARAUCOURT,54110,
54251,HARBOUEY,542,HARBOUEY,54450,
54252,HAROUE,543,HAROUE,54740,
54253,HATRIZE,541,HATRIZE,54800,
54254,HAUCOURT MOULAINE,541,HAUCOURT MOULAINE,54860,
54254,HAUCOURT MOULAINE,541,HAUCOURT MOULAINE,54860,ST CHARLES
54255,HAUDONVILLE,542,HAUDONVILLE,54830,
54256,HAUSSONVILLE,542,HAUSSONVILLE,54290,
54257,HEILLECOURT,543,HEILLECOURT,54180,
54258,HENAMENIL,542,HENAMENIL,54370,
54259,HERBEVILLER,542,HERBEVILLER,54450,
54260,HERIMENIL,542,HERIMENIL,54300,
54261,HERSERANGE,541,HERSERANGE,54440,
54262,HOEVILLE,542,HOEVILLE,54370,
54263,HOMECOURT,541,HOMECOURT,54310,
54264,HOUDELMONT,543,HOUDELMONT,54330,
54265,HOUDEMONT,543,HOUDEMONT,54180,
54266,HOUDREVILLE,543,HOUDREVILLE,54330,
54268,HOUSSEVILLE,543,HOUSSEVILLE,54930,
54269,HUDIVILLER,543,HUDIVILLER,54110,
54270,HUSSIGNY GODBRANGE,541,HUSSIGNY GODBRANGE,54590,
54271,IGNEY,542,IGNEY,54450,
54272,JAILLON,544,JAILLON,54200,
54273,JARNY,541,JARNY,54800,
54273,JARNY,541,JARNY,54800,DROITAUMONT
54274,JARVILLE LA MALGRANGE,543,JARVILLE LA MALGRANGE,54140,
54275,JAULNY,544,JAULNY,54470,
54276,JEANDELAINCOURT,543,JEANDELAINCOURT,54114,
54277,JEANDELIZE,541,JEANDELIZE,54800,
54278,JEVONCOURT,543,JEVONCOURT,54740,
54279,JEZAINVILLE,543,JEZAINVILLE,54700,
54280,JOEUF,541,JOEUF,54240,
54281,JOLIVET,542,JOLIVET,54300,
54282,JOPPECOURT,541,JOPPECOURT,54620,
54283,JOUAVILLE,541,JOUAVILLE,54800,
54284,JOUDREVILLE,541,JOUDREVILLE,54490,
54285,JUVRECOURT,542,JUVRECOURT,54370,
54286,LABRY,541,LABRY,54800,
54287,LACHAPELLE,542,LACHAPELLE,54120,
54288,LAGNEY,544,LAGNEY,54200,
54289,LAITRE SOUS AMANCE,543,LAITRE SOUS AMANCE,54770,
54290,LAIX,541,LAIX,54720,
54291,LALOEUF,543,LALOEUF,54115,
54292,LAMATH,542,LAMATH,54300,
54293,LANDECOURT,542,LANDECOURT,54360,
54294,LANDREMONT,543,LANDREMONT,54380,
54295,LANDRES,541,LANDRES,54970,
54296,LANEUVELOTTE,543,LANEUVELOTTE,54280,
54297,LANEUVEVILLE AUX BOIS,542,LANEUVEVILLE AUX BOIS,54370,
54298,LANEUVEVILLE DERRIERE FOUG,544,LANEUVEVILLE DERRIERE FOUG,54570,
54299,LANEUVEVILLE DEVANT BAYON,543,LANEUVEVILLE DEVANT BAYON,54740,
54300,LANEUVEVILLE DEVANT NANCY,543,LANEUVEVILLE DEVANT NANCY,54410,
54300,LANEUVEVILLE DEVANT NANCY,543,LANEUVEVILLE DEVANT NANCY,54410,LA MADELEINE
54301,LANFROICOURT,543,LANFROICOURT,54760,
54302,LANTEFONTAINE,541,LANTEFONTAINE,54150,
54302,LANTEFONTAINE,541,LANTEFONTAINE,54150,IMMONVILLE
54303,LARONXE,542,LARONXE,54950,
54304,LAXOU,543,LAXOU,54520,
54304,LAXOU,543,LAXOU,54520,LAXOU CHAMPLEBOEUF
54305,LAY SAINT CHRISTOPHE,543,LAY ST CHRISTOPHE,54690,
54306,LAY SAINT REMY,544,LAY ST REMY,54570,
54307,LEBEUVILLE,543,LEBEUVILLE,54740,
54308,LEINTREY,542,LEINTREY,54450,
54309,LEMAINVILLE,543,LEMAINVILLE,54740,
54310,LEMENIL MITRY,543,LEMENIL MITRY,54740,
54311,LENONCOURT,543,LENONCOURT,54110,
54312,LESMENILS,543,LESMENILS,54700,
54313,LETRICOURT,543,LETRICOURT,54610,
54314,LEXY,541,LEXY,54720,
54315,LEYR,543,LEYR,54760,
54316,LIMEY REMENAUVILLE,544,LIMEY REMENAUVILLE,54470,
54317,LIRONVILLE,544,LIRONVILLE,54470,
54318,LIVERDUN,543,LIVERDUN,54460,
54320,LOISY,543,LOISY,54700,
54321,LONGLAVILLE,541,LONGLAVILLE,54810,
54322,LONGUYON,541,LONGUYON,54260,
54322,LONGUYON,541,LONGUYON,54260,NOERS
54322,LONGUYON,541,LONGUYON,54260,VILLANCY
54323,LONGWY,541,LONGWY,54400,
54324,LOREY,542,LOREY,54290,
54325,LOROMONTZEY,542,LOROMONTZEY,54290,
54326,LUBEY,541,LUBEY,54150,
54327,LUCEY,544,LUCEY,54200,
54328,LUDRES,543,LUDRES,54710,
54329,LUNEVILLE,542,LUNEVILLE,54300,
54330,LUPCOURT,543,LUPCOURT,54210,
54331,MAGNIERES,542,MAGNIERES,54129,
54332,MAIDIERES,543,MAIDIERES,54700,
54333,MAILLY SUR SEILLE,543,MAILLY SUR SEILLE,54610,
54334,MAIRY MAINVILLE,541,MAIRY MAINVILLE,54150,
54334,MAIRY MAINVILLE,541,MAIRY MAINVILLE,54150,MAINVILLE
54335,MAIXE,542,MAIXE,54370,
54336,MAIZIERES,543,MAIZIERES,54550,
54337,MALAVILLERS,541,MALAVILLERS,54560,
54338,MALLELOY,543,MALLELOY,54670,
54339,MALZEVILLE,543,MALZEVILLE,54220,
54340,MAMEY,544,MAMEY,54470,
54343,MANDRES AUX QUATRE TOURS,544,MANDRES AUX QUATRE TOURS,54470,
54344,MANGONVILLE,543,MANGONVILLE,54290,
54345,MANONCOURT EN VERMOIS,543,MANONCOURT EN VERMOIS,54210,
54346,MANONCOURT EN WOEVRE,544,MANONCOURT EN WOEVRE,54385,
54348,MANONVILLE,544,MANONVILLE,54385,
54349,MANONVILLER,542,MANONVILLER,54300,
54350,MARAINVILLER,542,MARAINVILLER,54300,
54351,MARBACHE,543,MARBACHE,54820,
54352,MARON,543,MARON,54230,
54353,MARS LA TOUR,544,MARS LA TOUR,54800,
54354,MARTHEMONT,543,MARTHEMONT,54330,
54355,MARTINCOURT,543,MARTINCOURT,54380,
54356,MATTEXEY,542,MATTEXEY,54830,
54357,MAXEVILLE,543,MAXEVILLE,54320,
54357,MAXEVILLE,543,MAXEVILLE,54320,MAXEVILLE CHAMPLEBOEUF
54358,MAZERULLES,543,MAZERULLES,54280,
54359,MEHONCOURT,542,MEHONCOURT,54360,
54360,MENIL LA TOUR,544,MENIL LA TOUR,54200,
54362,MERCY LE BAS,541,MERCY LE BAS,54960,
54363,MERCY LE HAUT,541,MERCY LE HAUT,54560,
54363,MERCY LE HAUT,541,MERCY LE HAUT,54560,BOUDREZY
54364,MEREVILLE,543,MEREVILLE,54850,
54365,MERVILLER,542,MERVILLER,54120,
54366,MESSEIN,543,MESSEIN,54850,
54367,MEXY,541,MEXY,54135,
54368,MIGNEVILLE,542,MIGNEVILLE,54540,
54369,MILLERY,543,MILLERY,54670,
54370,MINORVILLE,544,MINORVILLE,54385,
54371,MOINEVILLE,541,MOINEVILLE,54580,
54372,MOIVRONS,543,MOIVRONS,54760,
54373,MONCEL LES LUNEVILLE,542,MONCEL LES LUNEVILLE,54300,
54374,MONCEL SUR SEILLE,543,MONCEL SUR SEILLE,54280,
54375,MONTAUVILLE,543,MONTAUVILLE,54700,
54376,MONTENOY,543,MONTENOY,54760,
54377,MONTIGNY,542,MONTIGNY,54540,
54378,MONTIGNY SUR CHIERS,541,MONTIGNY SUR CHIERS,54870,
54378,MONTIGNY SUR CHIERS,541,MONTIGNY SUR CHIERS,54870,FERMONT
54379,MONT L ETROIT,544,MONT L ETROIT,54170,
54380,MONT LE VIGNOBLE,544,MONT LE VIGNOBLE,54113,
54381,MONTREUX,542,MONTREUX,54450,
54382,MONT SAINT MARTIN,541,MONT ST MARTIN,54350,
54383,MONT SUR MEURTHE,542,MONT SUR MEURTHE,54360,
54385,MORFONTAINE,541,MORFONTAINE,54920,
54386,MORIVILLER,542,MORIVILLER,54830,
54387,MORVILLE SUR SEILLE,543,MORVILLE SUR SEILLE,54700,
54388,MOUACOURT,542,MOUACOURT,54370,
54389,MOUAVILLE,541,MOUAVILLE,54800,
54390,MOUSSON,543,MOUSSON,54700,
54391,MOUTIERS,541,MOUTIERS,54660,
54392,MOUTROT,544,MOUTROT,54113,
54393,MOYEN,542,MOYEN,54118,
54394,MURVILLE,541,MURVILLE,54490,
54395,NANCY,543,NANCY,54000,
54395,NANCY,543,NANCY,54100,
54396,NEUFMAISONS,542,NEUFMAISONS,54540,
54397,NEUVES MAISONS,543,NEUVES MAISONS,54230,
54398,NEUVILLER LES BADONVILLER,542,NEUVILLER LES BADONVILLER,54540,
54399,NEUVILLER SUR MOSELLE,543,NEUVILLER SUR MOSELLE,54290,
54400,NOMENY,543,NOMENY,54610,
54401,NONHIGNY,542,NONHIGNY,54450,
54402,NORROY LE SEC,541,NORROY LE SEC,54150,
54403,NORROY LES PONT A MOUSSON,543,NORROY LES PONT A MOUSSON,54700,
54404,NOVIANT AUX PRES,544,NOVIANT AUX PRES,54385,
54405,OCHEY,544,OCHEY,54170,
54406,OGEVILLER,542,OGEVILLER,54450,
54407,OGNEVILLE,543,OGNEVILLE,54330,
54408,OLLEY,541,OLLEY,54800,
54409,OMELMONT,543,OMELMONT,54330,
54410,ONVILLE,544,ONVILLE,54890,
54411,ORMES ET VILLE,543,ORMES ET VILLE,54740,
54412,OTHE,541,OTHE,54260,
54413,OZERAILLES,541,OZERAILLES,54150,
54414,PAGNEY DERRIERE BARINE,544,PAGNEY DERRIERE BARINE,54200,
54415,PAGNY SUR MOSELLE,543,PAGNY SUR MOSELLE,54530,
54416,PANNES,544,PANNES,54470,
54417,PAREY SAINT CESAIRE,543,PAREY ST CESAIRE,54330,
54418,PARROY,542,PARROY,54370,
54419,PARUX,542,PARUX,54480,
54420,PETIT FAILLY,541,PETIT FAILLY,54260,
54421,PETITMONT,542,PETITMONT,54480,
54422,PETTONVILLE,542,PETTONVILLE,54120,
54423,PEXONNE,542,PEXONNE,54540,
54424,PHLIN,543,PHLIN,54610,
54425,PIENNES,541,PIENNES,54490,
54426,PIERRE LA TREICHE,544,PIERRE LA TREICHE,54200,
54427,PIERRE PERCEE,542,PIERRE PERCEE,54540,
54428,PIERREPONT,541,PIERREPONT,54620,
54429,PIERREVILLE,543,PIERREVILLE,54160,
54430,POMPEY,543,POMPEY,54340,
54431,PONT A MOUSSON,543,PONT A MOUSSON,54700,
54432,PONT SAINT VINCENT,543,PONT ST VINCENT,54550,
54433,PORT SUR SEILLE,543,PORT SUR SEILLE,54700,
54434,PRAYE,543,PRAYE,54116,
54435,PRENY,544,PRENY,54530,
54436,PREUTIN HIGNY,541,PREUTIN HIGNY,54490,
54437,PULLIGNY,543,PULLIGNY,54160,
54438,PULNEY,544,PULNEY,54115,
54439,PULNOY,543,PULNOY,54425,
54440,PUXE,541,PUXE,54800,
54441,PUXIEUX,544,PUXIEUX,54800,
54442,QUEVILLONCOURT,543,QUEVILLONCOURT,54330,
54443,RAON LES LEAU,542,RAON LES LEAU,54540,
54444,RAUCOURT,543,RAUCOURT,54610,
54445,RAVILLE SUR SANON,542,RAVILLE SUR SANON,54370,
54446,RECHICOURT LA PETITE,542,RECHICOURT LA PETITE,54370,
54447,RECLONVILLE,542,RECLONVILLE,54450,
54449,REHAINVILLER,542,REHAINVILLER,54300,
54450,REHERREY,542,REHERREY,54120,
54451,REHON,541,REHON,54430,
54451,REHON,541,REHON,54430,HEUMONT
54452,REILLON,542,REILLON,54450,
54453,REMBERCOURT SUR MAD,544,REMBERCOURT SUR MAD,54470,
54455,REMENOVILLE,542,REMENOVILLE,54830,
54456,REMEREVILLE,543,REMEREVILLE,54110,
54457,REMONCOURT,542,REMONCOURT,54370,
54458,REPAIX,542,REPAIX,54450,
54459,RICHARDMENIL,543,RICHARDMENIL,54630,
54460,ROGEVILLE,543,ROGEVILLE,54380,
54461,ROMAIN,542,ROMAIN,54360,
54462,ROSIERES AUX SALINES,543,ROSIERES AUX SALINES,54110,
54463,ROSIERES EN HAYE,543,ROSIERES EN HAYE,54385,
54464,ROUVES,543,ROUVES,54610,
54465,ROVILLE DEVANT BAYON,543,ROVILLE DEVANT BAYON,54290,
54466,ROYAUMEIX,544,ROYAUMEIX,54200,
54467,ROZELIEURES,542,ROZELIEURES,54290,
54468,SAFFAIS,543,SAFFAIS,54210,
54469,SAINT AIL,541,ST AIL,54580,
54469,SAINT AIL,541,ST AIL,54580,HABONVILLE
54470,SAINT BAUSSANT,544,ST BAUSSANT,54470,
54471,SAINT BOINGT,542,ST BOINGT,54290,
54472,SAINT CLEMENT,542,ST CLEMENT,54950,
54473,SAINT FIRMIN,543,ST FIRMIN,54930,
54474,SAINTE GENEVIEVE,543,STE GENEVIEVE,54700,
54475,SAINT GERMAIN,542,ST GERMAIN,54290,
54476,SAINT JEAN LES LONGUYON,541,ST JEAN LES LONGUYON,54260,
54476,SAINT JEAN LES LONGUYON,541,ST JEAN LES LONGUYON,54260,HAM LES ST JEAN
54477,SAINT JULIEN LES GORZE,544,ST JULIEN LES GORZE,54470,
54478,SAINT MARCEL,541,ST MARCEL,54800,
54479,SAINT MARD,542,ST MARD,54290,
54480,SAINT MARTIN,542,ST MARTIN,54450,
54481,SAINT MAURICE AUX FORGES,542,ST MAURICE AUX FORGES,54540,
54482,SAINT MAX,543,ST MAX,54130,
54483,SAINT NICOLAS DE PORT,543,ST NICOLAS DE PORT,54210,
54484,SAINTE POLE,542,STE POLE,54540,
54485,SAINT PANCRE,541,ST PANCRE,54730,
54486,SAINT REMIMONT,543,ST REMIMONT,54740,
54487,SAINT REMY AUX BOIS,542,ST REMY AUX BOIS,54290,
54488,SAINT SAUVEUR,542,ST SAUVEUR,54480,
54489,SAINT SUPPLET,541,ST SUPPLET,54620,
54490,SAIZERAIS,543,SAIZERAIS,54380,
54491,SANCY,541,SANCY,54560,
54492,SANZEY,544,SANZEY,54200,
54493,SAULNES,541,SAULNES,54650,
54494,SAULXEROTTE,544,SAULXEROTTE,54115,
54495,SAULXURES LES NANCY,543,SAULXURES LES NANCY,54420,
54496,SAULXURES LES VANNES,544,SAULXURES LES VANNES,54170,
54497,SAXON SION,543,SAXON SION,54330,
54498,SEICHAMPS,543,SEICHAMPS,54280,
54499,SEICHEPREY,544,SEICHEPREY,54470,
54500,SELAINCOURT,544,SELAINCOURT,54170,
54501,SERANVILLE,542,SERANVILLE,54830,
54502,SERRES,542,SERRES,54370,
54504,SERROUVILLE,541,SERROUVILLE,54560,
54505,SEXEY AUX FORGES,543,SEXEY AUX FORGES,54550,
54507,SIONVILLER,542,SIONVILLER,54300,
54508,SIVRY,543,SIVRY,54610,
54509,SOMMERVILLER,543,SOMMERVILLER,54110,
54510,SORNEVILLE,543,SORNEVILLE,54280,
54511,SPONVILLE,544,SPONVILLE,54800,
54512,TANCONVILLE,542,TANCONVILLE,54480,
54513,TANTONVILLE,543,TANTONVILLE,54116,
54514,TELLANCOURT,541,TELLANCOURT,54260,
54515,THELOD,543,THELOD,54330,
54516,THEY SOUS VAUDEMONT,543,THEY SOUS VAUDEMONT,54930,
54517,THEZEY SAINT MARTIN,543,THEZEY ST MARTIN,54610,
54518,THIAUCOURT REGNIEVILLE,544,THIAUCOURT REGNIEVILLE,54470,
54519,THIAVILLE SUR MEURTHE,542,THIAVILLE SUR MEURTHE,54120,
54520,THIEBAUMENIL,542,THIEBAUMENIL,54300,
54521,THIL,541,THIL,54880,
54522,THOREY LYAUTEY,543,THOREY LYAUTEY,54115,
54523,THUILLEY AUX GROSEILLES,544,THUILLEY AUX GROSEILLES,54170,
54524,THUMEREVILLE,541,THUMEREVILLE,54800,
54525,TIERCELET,541,TIERCELET,54190,
54526,TOMBLAINE,543,TOMBLAINE,54510,
54527,TONNOY,543,TONNOY,54210,
54528,TOUL,544,TOUL,54200,
54529,TRAMONT EMY,544,TRAMONT EMY,54115,
54530,TRAMONT LASSUS,544,TRAMONT LASSUS,54115,
54531,TRAMONT SAINT ANDRE,544,TRAMONT ST ANDRE,54115,
54532,TREMBLECOURT,544,TREMBLECOURT,54385,
54533,TRIEUX,541,TRIEUX,54750,
54534,TRONDES,544,TRONDES,54570,
54535,TRONVILLE,544,TRONVILLE,54800,
54536,TUCQUEGNIEUX,541,TUCQUEGNIEUX,54640,
