cog,name,arr,abr,cp,specificPlace
01001,ABERGEMENT CLEMENCIAT,012,L ABERGEMENT CLEMENCIAT,01400,
01002,ABERGEMENT DE VAREY,011,L ABERGEMENT DE VAREY,01640,
01004,AMBERIEU EN BUGEY,011,AMBERIEU EN BUGEY,01500,
01005,AMBERIEUX EN DOMBES,012,AMBERIEUX EN DOMBES,01330,
01006,AMBLEON,011,AMBLEON,01300,
01007,AMBRONAY,011,AMBRONAY,01500,
01008,AMBUTRIX,011,AMBUTRIX,01500,
01009,ANDERT ET CONDON,011,ANDERT ET CONDON,01300,
01010,ANGLEFORT,011,ANGLEFORT,01350,
01011,APREMONT,014,APREMONT,01100,
01012,ARANC,011,ARANC,01110,
01013,ARANDAS,011,ARANDAS,01230,
01014,ARBENT,014,ARBENT,01100,
01015,ARBOYS EN BUGEY,011,ARBOYS EN BUGEY,01300,ARBIGNIEU
01015,ARBOYS EN BUGEY,011,ARBOYS EN BUGEY,01300,ST BOIS
01016,ARBIGNY,012,ARBIGNY,01190,
01017,ARGIS,011,ARGIS,01230,
01019,ARMIX,011,ARMIX,01510,
01021,ARS SUR FORMANS,012,ARS SUR FORMANS,01480,
01022,ARTEMARE,011,ARTEMARE,01510,
01023,ASNIERES SUR SAONE,012,ASNIERES SUR SAONE,01570,
01024,ATTIGNAT,012,ATTIGNAT,01340,
01025,BAGE DOMMARTIN,012,BAGE DOMMARTIN,01380,BAGE LA VILLE
01025,BAGE DOMMARTIN,012,BAGE DOMMARTIN,01380,DOMMARTIN
01026,BAGE LE CHATEL,012,BAGE LE CHATEL,01380,
01027,BALAN,012,BALAN,01360,
01028,BANEINS,012,BANEINS,01990,
01029,BEAUPONT,012,BEAUPONT,01270,
01030,BEAUREGARD,012,BEAUREGARD,01480,
01031,BELLIGNAT,014,BELLIGNAT,01100,
01032,BELIGNEUX,012,BELIGNEUX,01360,
01032,BELIGNEUX,012,BELIGNEUX,01360,CAMP DE LA VALBONNE
01032,BELIGNEUX,012,BELIGNEUX,01360,CHANES
01032,BELIGNEUX,012,BELIGNEUX,01360,LA VALBONNE
01033,VALSERHONE,014,VALSERHONE,01200,BELLEGARDE SUR VALSERINE
01033,VALSERHONE,014,VALSERHONE,01200,CHATILLON EN MICHAILLE
01033,VALSERHONE,014,VALSERHONE,01200,LANCRANS
01033,VALSERHONE,014,VALSERHONE,01200,OCHIAZ
01033,VALSERHONE,014,VALSERHONE,01200,VOUVRAY
01034,BELLEY,011,BELLEY,01300,
01035,BELLEYDOUX,014,BELLEYDOUX,01130,
01036,VALROMEY SUR SERAN,011,VALROMEY SUR SERAN,01260,BELMONT LUTHEZIEU
01036,VALROMEY SUR SERAN,011,VALROMEY SUR SERAN,01260,CHARANCIN
01036,VALROMEY SUR SERAN,011,VALROMEY SUR SERAN,01260,FITIGNIEU
01036,VALROMEY SUR SERAN,011,VALROMEY SUR SERAN,01260,LOMPNIEU
01036,VALROMEY SUR SERAN,011,VALROMEY SUR SERAN,01260,LUTHEZIEU
01036,VALROMEY SUR SERAN,011,VALROMEY SUR SERAN,01260,SUTRIEU
01036,VALROMEY SUR SERAN,011,VALROMEY SUR SERAN,01260,VIEU
01037,BENONCES,011,BENONCES,01470,
01038,BENY,012,BENY,01370,
01040,BEREZIAT,012,BEREZIAT,01340,
01041,BETTANT,011,BETTANT,01500,
01042,BEY,012,BEY,01290,
01043,BEYNOST,012,BEYNOST,01700,
01044,BILLIAT,014,BILLIAT,01200,
01045,BIRIEUX,012,BIRIEUX,01330,
01046,BIZIAT,012,BIZIAT,01290,
01047,BLYES,011,BLYES,01150,
01049,BOISSE,012,LA BOISSE,01120,
01050,BOISSEY,012,BOISSEY,01190,
01050,BOISSEY,012,BOISSEY,01380,
01051,BOLOZON,014,BOLOZON,01450,
01052,BOULIGNEUX,012,BOULIGNEUX,01330,
01053,BOURG EN BRESSE,012,BOURG EN BRESSE,01000,
01053,BOURG EN BRESSE,012,BOURG EN BRESSE,01000,BROU
01054,BOURG SAINT CHRISTOPHE,011,BOURG ST CHRISTOPHE,01800,
01054,BOURG SAINT CHRISTOPHE,011,BOURG ST CHRISTOPHE,01800,MARFOZ
01056,BOYEUX SAINT JEROME,014,BOYEUX ST JEROME,01640,
01057,BOZ,012,BOZ,01190,
01058,BREGNIER CORDON,011,BREGNIER CORDON,01300,
01060,BRENOD,014,BRENOD,01110,
01061,BRENS,011,BRENS,01300,
01062,BRESSOLLES,012,BRESSOLLES,01360,
01062,BRESSOLLES,012,BRESSOLLES,01360,LA LECHERE
01063,BRION,014,BRION,01460,
01064,BRIORD,011,BRIORD,01470,
01065,BUELLAS,012,BUELLAS,01310,
01065,BUELLAS,012,BUELLAS,01310,CORGENON
01066,BURBANCHE,011,LA BURBANCHE,01510,
01067,CEIGNES,014,CEIGNES,01430,
01068,CERDON,014,CERDON,01450,
01069,CERTINES,012,CERTINES,01240,
01071,CESSY,013,CESSY,01170,
01072,CEYZERIAT,012,CEYZERIAT,01250,
01073,CEYZERIEU,011,CEYZERIEU,01350,
01074,CHALAMONT,012,CHALAMONT,01320,
01075,CHALEINS,012,CHALEINS,01480,
01076,CHALEY,011,CHALEY,01230,
01077,CHALLES LA MONTAGNE,014,CHALLES LA MONTAGNE,01450,
01078,CHALLEX,013,CHALLEX,01630,
01079,CHAMPAGNE EN VALROMEY,011,CHAMPAGNE EN VALROMEY,01260,
01079,CHAMPAGNE EN VALROMEY,011,CHAMPAGNE EN VALROMEY,01260,LILIGNOD
01079,CHAMPAGNE EN VALROMEY,011,CHAMPAGNE EN VALROMEY,01260,PASSIN
01080,CHAMPDOR CORCELLES,011,CHAMPDOR CORCELLES,01110,CHAMPDOR
01080,CHAMPDOR CORCELLES,011,CHAMPDOR CORCELLES,01110,CORCELLES
01081,CHAMPFROMIER,014,CHAMPFROMIER,01410,
01082,CHANAY,014,CHANAY,01420,
01083,CHANEINS,012,CHANEINS,01990,
01084,CHANOZ CHATENAY,012,CHANOZ CHATENAY,01400,
01085,CHAPELLE DU CHATELARD,012,LA CHAPELLE DU CHATELARD,01240,
01087,CHARIX,014,CHARIX,01130,
01088,CHARNOZ SUR AIN,011,CHARNOZ SUR AIN,01800,
01089,CHATEAU GAILLARD,011,CHATEAU GAILLARD,01500,
01090,CHATENAY,012,CHATENAY,01320,
01092,CHATILLON LA PALUD,012,CHATILLON LA PALUD,01320,
01093,CHATILLON SUR CHALARONNE,012,CHATILLON SUR CHALARONNE,01400,
01094,CHAVANNES SUR REYSSOUZE,012,CHAVANNES SUR REYSSOUZE,01190,
01095,NIVIGNE ET SURAN,012,NIVIGNE ET SURAN,01250,CHAVANNES SUR SURAN
01095,NIVIGNE ET SURAN,012,NIVIGNE ET SURAN,01250,GERMAGNAT
01096,CHAVEYRIAT,012,CHAVEYRIAT,01660,
01098,CHAZEY BONS,011,CHAZEY BONS,01300,
01098,CHAZEY BONS,011,CHAZEY BONS,01510,PUGIEU
01099,CHAZEY SUR AIN,011,CHAZEY SUR AIN,01150,
01100,CHEIGNIEU LA BALME,011,CHEIGNIEU LA BALME,01510,
01101,CHEVILLARD,014,CHEVILLARD,01430,
01102,CHEVROUX,012,CHEVROUX,01190,
01103,CHEVRY,013,CHEVRY,01170,
01104,CHEZERY FORENS,013,CHEZERY FORENS,01200,
01104,CHEZERY FORENS,013,CHEZERY FORENS,01410,
01105,CIVRIEUX,012,CIVRIEUX,01390,
01106,CIZE,012,CIZE,01250,
01107,CLEYZIEU,011,CLEYZIEU,01230,
01108,COLIGNY,012,COLIGNY,01270,
01109,COLLONGES,013,COLLONGES,01550,
01110,COLOMIEU,011,COLOMIEU,01300,
01111,CONAND,011,CONAND,01230,
01112,CONDAMINE,014,CONDAMINE,01430,
01113,CONDEISSIAT,012,CONDEISSIAT,01400,
01114,CONFORT,014,CONFORT,01200,
01115,CONFRANCON,012,CONFRANCON,01310,
01116,CONTREVOZ,011,CONTREVOZ,01300,
01117,CONZIEU,011,CONZIEU,01300,
01118,CORBONOD,011,CORBONOD,01420,
01121,CORLIER,011,CORLIER,01110,
01123,CORMORANCHE SUR SAONE,012,CORMORANCHE SUR SAONE,01290,
01124,CORMOZ,012,CORMOZ,01560,
01125,CORVEISSIAT,012,CORVEISSIAT,01250,
01127,COURMANGOUX,012,COURMANGOUX,01370,
01128,COURTES,012,COURTES,01560,
01129,CRANS,012,CRANS,01320,
01130,BRESSE VALLONS,012,BRESSE VALLONS,01340,CRAS SUR REYSSOUZE
01130,BRESSE VALLONS,012,BRESSE VALLONS,01340,ETREZ
01133,CRESSIN ROCHEFORT,011,CRESSIN ROCHEFORT,01350,
01134,CROTTET,012,CROTTET,01290,
01134,CROTTET,012,CROTTET,01750,
01135,CROZET,013,CROZET,01170,
01136,CRUZILLES LES MEPILLAT,012,CRUZILLES LES MEPILLAT,01290,
01138,CULOZ BEON,011,CULOZ BEON,01350,BEON
01138,CULOZ BEON,011,CULOZ BEON,01350,CULOZ
01139,CURCIAT DONGALON,012,CURCIAT DONGALON,01560,
01140,CURTAFOND,012,CURTAFOND,01310,
01141,CUZIEU,011,CUZIEU,01300,
01142,DAGNEUX,012,DAGNEUX,01120,
01143,DIVONNE LES BAINS,013,DIVONNE LES BAINS,01220,
01145,DOMPIERRE SUR VEYLE,012,DOMPIERRE SUR VEYLE,01240,
01146,DOMPIERRE SUR CHALARONNE,012,DOMPIERRE SUR CHALARONNE,01400,
01147,DOMSURE,012,DOMSURE,01270,
01148,DORTAN,014,DORTAN,01590,
01149,DOUVRES,011,DOUVRES,01500,
01150,DROM,012,DROM,01250,
01151,DRUILLAT,012,DRUILLAT,01160,
01152,ECHALLON,014,ECHALLON,01130,
01153,ECHENEVEX,013,ECHENEVEX,01170,
01155,EVOSGES,011,EVOSGES,01230,
01156,FARAMANS,011,FARAMANS,01800,
01157,FAREINS,012,FAREINS,01480,
01158,FARGES,013,FARGES,01550,
01159,FEILLENS,012,FEILLENS,01570,
01160,FERNEY VOLTAIRE,013,FERNEY VOLTAIRE,01210,
01162,FLAXIEU,011,FLAXIEU,01350,
01163,FOISSIAT,012,FOISSIAT,01340,
01165,FRANCHELEINS,012,FRANCHELEINS,01090,
01165,FRANCHELEINS,012,FRANCHELEINS,01090,AMAREINS
01165,FRANCHELEINS,012,FRANCHELEINS,01090,CESSEINS
01166,FRANS,012,FRANS,01480,
01167,GARNERANS,012,GARNERANS,01140,
01169,GENOUILLEUX,012,GENOUILLEUX,01090,
01170,BEARD GEOVREISSIAT,014,BEARD GEOVREISSIAT,01460,
01171,GEOVREISSET,014,GEOVREISSET,01100,
01173,GEX,013,GEX,01170,
01174,GIRON,014,GIRON,01130,
01175,GORREVOD,012,GORREVOD,01190,
01177,GRAND CORENT,012,GRAND CORENT,01250,
01179,GRIEGES,012,GRIEGES,01290,
01180,GRILLY,013,GRILLY,01220,
01181,GROISSIAT,014,GROISSIAT,01100,
01183,GUEREINS,012,GUEREINS,01090,
01184,HAUTECOURT ROMANECHE,012,HAUTECOURT ROMANECHE,01250,
01184,HAUTECOURT ROMANECHE,012,HAUTECOURT ROMANECHE,01250,ROMANECHE
01185,PLATEAU D HAUTEVILLE,011,PLATEAU D HAUTEVILLE,01110,CORMARANCHE EN BUGEY
01185,PLATEAU D HAUTEVILLE,011,PLATEAU D HAUTEVILLE,01110,HAUTEVILLE LOMPNES
01185,PLATEAU D HAUTEVILLE,011,PLATEAU D HAUTEVILLE,01110,HOSTIAZ
01185,PLATEAU D HAUTEVILLE,011,PLATEAU D HAUTEVILLE,01110,THEZILLIEU
01187,HAUT VALROMEY,011,HAUT VALROMEY,01260,HOTONNES
01187,HAUT VALROMEY,011,HAUT VALROMEY,01260,LE GRAND ABERGEMENT
01187,HAUT VALROMEY,011,HAUT VALROMEY,01260,LE PETIT ABERGEMENT
01187,HAUT VALROMEY,011,HAUT VALROMEY,01260,SONGIEU
01188,ILLIAT,012,ILLIAT,01140,
01189,INJOUX GENISSIAT,014,INJOUX GENISSIAT,01200,
01189,INJOUX GENISSIAT,014,INJOUX GENISSIAT,01200,CRAZ
01190,INNIMOND,011,INNIMOND,01680,
01191,IZENAVE,014,IZENAVE,01430,
01192,IZERNORE,014,IZERNORE,01580,
01193,IZIEU,011,IZIEU,01300,
01194,JASSANS RIOTTIER,012,JASSANS RIOTTIER,01480,
01195,JASSERON,012,JASSERON,01250,
01196,JAYAT,012,JAYAT,01340,
01197,JOURNANS,012,JOURNANS,01250,
01198,JOYEUX,011,JOYEUX,01800,
01199,JUJURIEUX,014,JUJURIEUX,01640,
01200,LABALME,014,LABALME,01450,
01202,LAGNIEU,011,LAGNIEU,01150,
01203,LAIZ,012,LAIZ,01290,
01204,POIZAT LALLEYRIAT,014,LE POIZAT LALLEYRIAT,01130,LALLEYRIAT
01204,POIZAT LALLEYRIAT,014,LE POIZAT LALLEYRIAT,01130,LE POIZAT
01206,LANTENAY,014,LANTENAY,01430,
01207,LAPEYROUSE,012,LAPEYROUSE,01330,
01208,LAVOURS,011,LAVOURS,01350,
01209,LEAZ,013,LEAZ,01200,
01210,LELEX,013,LELEX,01410,
01211,LENT,012,LENT,01240,
01212,LESCHEROUX,012,LESCHEROUX,01560,
01213,LEYMENT,011,LEYMENT,01150,
01214,LEYSSARD,014,LEYSSARD,01450,
01215,SURJOUX LHOPITAL,014,SURJOUX LHOPITAL,01420,LHOPITAL
01215,SURJOUX LHOPITAL,014,SURJOUX LHOPITAL,01420,SURJOUX
01216,LHUIS,011,LHUIS,01680,
01219,LOMPNAS,011,LOMPNAS,01680,
01224,LOYETTES,011,LOYETTES,01360,
01225,LURCY,012,LURCY,01090,
01227,MAGNIEU,011,MAGNIEU,01300,
01227,MAGNIEU,011,MAGNIEU,01300,ST CHAMP
01228,MAILLAT,014,MAILLAT,01430,
01229,MALAFRETAZ,012,MALAFRETAZ,01340,
01230,MANTENAY MONTLIN,012,MANTENAY MONTLIN,01560,
01231,MANZIAT,012,MANZIAT,01570,
01232,MARBOZ,012,MARBOZ,01851,
01233,MARCHAMP,011,MARCHAMP,01680,
01234,MARIGNIEU,011,MARIGNIEU,01300,
01235,MARLIEUX,012,MARLIEUX,01240,
01236,MARSONNAS,012,MARSONNAS,01340,
01237,MARTIGNAT,014,MARTIGNAT,01100,
01238,MASSIEUX,012,MASSIEUX,01600,
01239,MASSIGNIEU DE RIVES,011,MASSIGNIEU DE RIVES,01300,
01240,MATAFELON GRANGES,014,MATAFELON GRANGES,01580,
01240,MATAFELON GRANGES,014,MATAFELON GRANGES,01580,GRANGES
01241,MEILLONNAS,012,MEILLONNAS,01370,
01242,MERIGNAT,014,MERIGNAT,01450,
01243,MESSIMY SUR SAONE,012,MESSIMY SUR SAONE,01480,
01244,MEXIMIEUX,011,MEXIMIEUX,01800,
01245,BOHAS MEYRIAT RIGNAT,012,BOHAS MEYRIAT RIGNAT,01250,
01245,BOHAS MEYRIAT RIGNAT,012,BOHAS MEYRIAT RIGNAT,01250,BOHAS
01245,BOHAS MEYRIAT RIGNAT,012,BOHAS MEYRIAT RIGNAT,01250,RIGNAT
01246,MEZERIAT,012,MEZERIAT,01660,
01247,MIJOUX,013,MIJOUX,01170,
01247,MIJOUX,013,MIJOUX,01410,
01248,MIONNAY,012,MIONNAY,01390,
01249,MIRIBEL,012,MIRIBEL,01700,
01249,MIRIBEL,012,MIRIBEL,01700,LE MAS RILLIER
01249,MIRIBEL,012,MIRIBEL,01700,LES ECHETS
01250,MISERIEUX,012,MISERIEUX,01600,
01252,MOGNENEINS,012,MOGNENEINS,01140,
01254,MONTAGNAT,012,MONTAGNAT,01250,
01255,MONTAGNIEU,011,MONTAGNIEU,01470,
01257,MONTANGES,014,MONTANGES,01200,
01258,MONTCEAUX,012,MONTCEAUX,01090,
01259,MONTCET,012,MONTCET,01310,
01260,MONTELLIER,011,LE MONTELLIER,01800,
01261,MONTHIEUX,012,MONTHIEUX,01390,
01262,MONTLUEL,012,MONTLUEL,01120,
01262,MONTLUEL,012,MONTLUEL,01120,CORDIEUX
01262,MONTLUEL,012,MONTLUEL,01120,JAILLEUX
01263,MONTMERLE SUR SAONE,012,MONTMERLE SUR SAONE,01090,
01264,MONTRACOL,012,MONTRACOL,01310,
01265,MONTREAL LA CLUSE,014,MONTREAL LA CLUSE,01460,
01266,MONTREVEL EN BRESSE,012,MONTREVEL EN BRESSE,01340,
01267,NURIEUX VOLOGNAT,014,NURIEUX VOLOGNAT,01460,
01267,NURIEUX VOLOGNAT,014,NURIEUX VOLOGNAT,01460,VOLOGNAT
01268,MURS ET GELIGNIEUX,011,MURS ET GELIGNIEUX,01300,
01269,NANTUA,014,NANTUA,01130,
01269,NANTUA,014,NANTUA,01460,
01272,NEUVILLE LES DAMES,012,NEUVILLE LES DAMES,01400,
01273,NEUVILLE SUR AIN,014,NEUVILLE SUR AIN,01160,
01274,NEYROLLES,014,LES NEYROLLES,01130,
01275,NEYRON,012,NEYRON,01700,
01276,NIEVROZ,012,NIEVROZ,01120,
01277,NIVOLLET MONTGRIFFON,011,NIVOLLET MONTGRIFFON,01230,
01279,ONCIEU,011,ONCIEU,01230,
01280,ORDONNAZ,011,ORDONNAZ,01510,
01281,ORNEX,013,ORNEX,01210,
01282,OUTRIAZ,014,OUTRIAZ,01430,
01283,OYONNAX,014,OYONNAX,01100,
01283,OYONNAX,014,OYONNAX,01100,BOUVENT
01283,OYONNAX,014,OYONNAX,01100,VEYZIAT
01284,OZAN,012,OZAN,01190,
01285,PARCIEUX,012,PARCIEUX,01600,
01286,PARVES ET NATTAGES,011,PARVES ET NATTAGES,01300,NATTAGES
01286,PARVES ET NATTAGES,011,PARVES ET NATTAGES,01300,PARVES
01288,PERON,013,PERON,01630,
01289,PERONNAS,012,PERONNAS,01960,
01290,PEROUGES,011,PEROUGES,01800,
01291,PERREX,012,PERREX,01540,
01293,PEYRIAT,014,PEYRIAT,01430,
01294,PEYRIEU,011,PEYRIEU,01300,
01295,PEYZIEUX SUR SAONE,012,PEYZIEUX SUR SAONE,01140,
01296,PIRAJOUX,012,PIRAJOUX,01270,
01297,PIZAY,012,PIZAY,01120,
01298,PLAGNE,014,PLAGNE,01130,
01299,PLANTAY,012,LE PLANTAY,01330,
01301,POLLIAT,012,POLLIAT,01310,
01302,POLLIEU,011,POLLIEU,01350,
01303,PONCIN,014,PONCIN,01450,
01304,PONT D AIN,014,PONT D AIN,01160,
01305,PONT DE VAUX,012,PONT DE VAUX,01190,
01306,PONT DE VEYLE,012,PONT DE VEYLE,01290,
01307,PORT,014,PORT,01460,
01308,POUGNY,013,POUGNY,01550,
01309,POUILLAT,012,POUILLAT,01250,
01310,PREMEYZEL,011,PREMEYZEL,01300,
01311,PREMILLIEU,011,PREMILLIEU,01110,
01313,PREVESSIN MOENS,013,PREVESSIN MOENS,01280,
01313,PREVESSIN MOENS,013,PREVESSIN MOENS,01280,MOENS
01314,PRIAY,014,PRIAY,01160,
01317,RAMASSE,012,RAMASSE,01250,
01318,RANCE,012,RANCE,01390,
01319,RELEVANT,012,RELEVANT,01990,
01320,REPLONGES,012,REPLONGES,01750,
01321,REVONNAS,012,REVONNAS,01250,
01322,REYRIEUX,012,REYRIEUX,01600,
01323,REYSSOUZE,012,REYSSOUZE,01190,
01325,RIGNIEUX LE FRANC,011,RIGNIEUX LE FRANC,01800,
01328,ROMANS,012,ROMANS,01400,
01329,ROSSILLON,011,ROSSILLON,01510,
01330,RUFFIEU,011,RUFFIEU,01260,
01331,SAINT ALBAN,014,ST ALBAN,01450,
01332,SAINT ANDRE DE BAGE,012,ST ANDRE DE BAGE,01380,
01333,SAINT ANDRE DE CORCY,012,ST ANDRE DE CORCY,01390,
01334,SAINT ANDRE D HUIRIAT,012,ST ANDRE D HUIRIAT,01290,
01335,SAINT ANDRE LE BOUCHOUX,012,ST ANDRE LE BOUCHOUX,01240,
01336,SAINT ANDRE SUR VIEUX JONC,012,ST ANDRE SUR VIEUX JONC,01960,
01337,SAINT BENIGNE,012,ST BENIGNE,01190,
01338,GROSLEE SAINT BENOIT,011,GROSLEE ST BENOIT,01300,GROSLEE
01338,GROSLEE SAINT BENOIT,011,GROSLEE ST BENOIT,01300,ST BENOIT
01339,SAINT BERNARD,012,ST BERNARD,01600,
01342,SAINTE CROIX,012,STE CROIX,01120,
01343,SAINT CYR SUR MENTHON,012,ST CYR SUR MENTHON,01380,
01344,SAINT DENIS LES BOURG,012,ST DENIS LES BOURG,01000,
01345,SAINT DENIS EN BUGEY,011,ST DENIS EN BUGEY,01500,
01346,SAINT DIDIER D AUSSIAT,012,ST DIDIER D AUSSIAT,01340,
01347,SAINT DIDIER DE FORMANS,012,ST DIDIER DE FORMANS,01600,
01348,SAINT DIDIER SUR CHALARONNE,012,ST DIDIER SUR CHALARONNE,01140,
01349,SAINT ELOI,011,ST ELOI,01800,
01350,SAINT ETIENNE DU BOIS,012,ST ETIENNE DU BOIS,01370,
01351,SAINT ETIENNE SUR CHALARONNE,012,ST ETIENNE SUR CHALARONNE,01140,
01352,SAINT ETIENNE SUR REYSSOUZE,012,ST ETIENNE SUR REYSSOUZE,01190,
01353,SAINTE EUPHEMIE,012,STE EUPHEMIE,01600,
01354,SAINT GENIS POUILLY,013,ST GENIS POUILLY,01630,
01355,SAINT GENIS SUR MENTHON,012,ST GENIS SUR MENTHON,01380,
01356,SAINT GEORGES SUR RENON,012,ST GEORGES SUR RENON,01400,
01357,SAINT GERMAIN DE JOUX,014,ST GERMAIN DE JOUX,01130,
01358,SAINT GERMAIN LES PAROISSES,011,ST GERMAIN LES PAROISSES,01300,
01359,SAINT GERMAIN SUR RENON,012,ST GERMAIN SUR RENON,01240,
01360,SAINT JEAN DE GONVILLE,013,ST JEAN DE GONVILLE,01630,
01361,SAINT JEAN DE NIOST,011,ST JEAN DE NIOST,01800,
01362,SAINT JEAN DE THURIGNEUX,012,ST JEAN DE THURIGNEUX,01390,
01363,SAINT JEAN LE VIEUX,014,ST JEAN LE VIEUX,01640,
01364,SAINT JEAN SUR REYSSOUZE,012,ST JEAN SUR REYSSOUZE,01560,
01365,SAINT JEAN SUR VEYLE,012,ST JEAN SUR VEYLE,01290,
01366,SAINTE JULIE,011,STE JULIE,01150,
01367,SAINT JULIEN SUR REYSSOUZE,012,ST JULIEN SUR REYSSOUZE,01560,
01368,SAINT JULIEN SUR VEYLE,012,ST JULIEN SUR VEYLE,01540,
01369,SAINT JUST,012,ST JUST,01250,
01370,SAINT LAURENT SUR SAONE,012,ST LAURENT SUR SAONE,01750,
01371,SAINT MARCEL,012,ST MARCEL,01390,
01372,SAINT MARTIN DE BAVEL,011,ST MARTIN DE BAVEL,01510,
01373,SAINT MARTIN DU FRENE,014,ST MARTIN DU FRENE,01430,
01374,SAINT MARTIN DU MONT,012,ST MARTIN DU MONT,01160,
01375,SAINT MARTIN LE CHATEL,012,ST MARTIN LE CHATEL,01310,
01376,SAINT MAURICE DE BEYNOST,012,ST MAURICE DE BEYNOST,01700,
01378,SAINT MAURICE DE GOURDANS,011,ST MAURICE DE GOURDANS,01800,
01379,SAINT MAURICE DE REMENS,011,ST MAURICE DE REMENS,01500,
01380,SAINT NIZIER LE BOUCHOUX,012,ST NIZIER LE BOUCHOUX,01560,
01381,SAINT NIZIER LE DESERT,012,ST NIZIER LE DESERT,01320,
01382,SAINTE OLIVE,012,STE OLIVE,01330,
01383,SAINT PAUL DE VARAX,012,ST PAUL DE VARAX,01240,
01384,SAINT RAMBERT EN BUGEY,011,ST RAMBERT EN BUGEY,01230,
01385,SAINT REMY,012,ST REMY,01310,
01386,SAINT SORLIN EN BUGEY,011,ST SORLIN EN BUGEY,01150,
01387,SAINT SULPICE,012,ST SULPICE,01340,
01388,SAINT TRIVIER DE COURTES,012,ST TRIVIER DE COURTES,01560,
01389,SAINT TRIVIER SUR MOIGNANS,012,ST TRIVIER SUR MOIGNANS,01990,
01390,SAINT VULBAS,011,ST VULBAS,01150,
01391,SALAVRE,012,SALAVRE,01270,
01392,SAMOGNAT,014,SAMOGNAT,01580,
01393,SANDRANS,012,SANDRANS,01400,
01396,SAULT BRENAZ,011,SAULT BRENAZ,01150,
01397,SAUVERNY,013,SAUVERNY,01220,
01398,SAVIGNEUX,012,SAVIGNEUX,01480,
01399,SEGNY,013,SEGNY,01170,
01400,SEILLONNAZ,011,SEILLONNAZ,01470,
01401,SERGY,013,SERGY,01630,
01402,SERMOYER,012,SERMOYER,01190,
01403,SERRIERES DE BRIORD,011,SERRIERES DE BRIORD,01470,
01404,SERRIERES SUR AIN,014,SERRIERES SUR AIN,01450,
01405,SERVAS,012,SERVAS,01960,
01406,SERVIGNAT,012,SERVIGNAT,01560,
01407,SEYSSEL,011,SEYSSEL,01420,
01408,SIMANDRE SUR SURAN,012,SIMANDRE SUR SURAN,01250,
01410,SONTHONNAX LA MONTAGNE,014,SONTHONNAX LA MONTAGNE,01580,
01410,SONTHONNAX LA MONTAGNE,014,SONTHONNAX LA MONTAGNE,01580,NAPT
01411,SOUCLIN,011,SOUCLIN,01150,
01412,SULIGNAT,012,SULIGNAT,01400,
01415,TALISSIEU,011,TALISSIEU,01510,
01416,TENAY,011,TENAY,01230,
01418,THIL,012,THIL,01120,
01419,THOIRY,013,THOIRY,01710,
01420,THOISSEY,012,THOISSEY,01140,
01421,TORCIEU,011,TORCIEU,01230,
01422,TOSSIAT,012,TOSSIAT,01250,
01423,TOUSSIEUX,012,TOUSSIEUX,01600,
01424,TRAMOYES,012,TRAMOYES,01390,
01425,TRANCLIERE,012,LA TRANCLIERE,01160,
01426,VAL REVERMONT,012,VAL REVERMONT,01370,CUISIAT
01426,VAL REVERMONT,012,VAL REVERMONT,01370,PRESSIAT
01426,VAL REVERMONT,012,VAL REVERMONT,01370,TREFFORT CUISIAT
01427,TREVOUX,012,TREVOUX,01600,
01428,VALEINS,012,VALEINS,01140,
01429,VANDEINS,012,VANDEINS,01660,
01430,VARAMBON,014,VARAMBON,01160,
01431,VAUX EN BUGEY,011,VAUX EN BUGEY,01150,
01432,VERJON,012,VERJON,01270,
01433,VERNOUX,012,VERNOUX,01560,
01434,VERSAILLEUX,012,VERSAILLEUX,01330,
01435,VERSONNEX,013,VERSONNEX,01210,
01436,VESANCY,013,VESANCY,01170,
01437,VESCOURS,012,VESCOURS,01560,
01439,VESINES,012,VESINES,01570,
01441,VIEU D IZENAVE,014,VIEU D IZENAVE,01430,
01443,VILLARS LES DOMBES,012,VILLARS LES DOMBES,01330,
01444,VILLEBOIS,011,VILLEBOIS,01150,
01445,VILLEMOTIER,012,VILLEMOTIER,01270,
01446,VILLENEUVE,012,VILLENEUVE,01480,
01447,VILLEREVERSURE,012,VILLEREVERSURE,01250,
01448,VILLES,014,VILLES,01200,
01449,VILLETTE SUR AIN,012,VILLETTE SUR AIN,01320,
01450,VILLIEU LOYES MOLLON,011,VILLIEU LOYES MOLLON,01800,
01450,VILLIEU LOYES MOLLON,011,VILLIEU LOYES MOLLON,01800,LOYES
01450,VILLIEU LOYES MOLLON,011,VILLIEU LOYES MOLLON,01800,MOLLON
01451,VIRIAT,012,VIRIAT,01440,
01452,VIRIEU LE GRAND,011,VIRIEU LE GRAND,01510,
01453,ARVIERE EN VALROMEY,011,ARVIERE EN VALROMEY,01260,BRENAZ
01453,ARVIERE EN VALROMEY,011,ARVIERE EN VALROMEY,01260,CHAVORNAY
01453,ARVIERE EN VALROMEY,011,ARVIERE EN VALROMEY,01260,LOCHIEU
01453,ARVIERE EN VALROMEY,011,ARVIERE EN VALROMEY,01260,VIRIEU LE PETIT
01454,VIRIGNIN,011,VIRIGNIN,01300,
01456,VONGNES,011,VONGNES,01350,
01457,VONNAS,012,VONNAS,01540,
02001,ABBECOURT,022,ABBECOURT,02300,
02002,ACHERY,022,ACHERY,02800,
02003,ACY,024,ACY,02200,
